FL_DATE,AIRLINE,ORIGIN,DEST,CRS_DEP_TIME,NUM_PREVIOUS_FLIGHTS_LATE,AVG_GATE_WAIT_TIME,DELAYED
2146-01-04,JetBlue,SEA,SLC,1666,7,24.88151184398761,1
2146-01-05,United,DEN,BOS,1560,4,54.25818726798556,1
2146-01-06,Delta,PHX,FLL,1893,8,0.821771790994823,1
2146-01-07,American,SFO,SLC,2196,8,8.197208844998338,1
2146-01-08,JetBlue,DEN,EWR,785,0,31.910546104455893,0
2146-01-09,Frontier,DFW,BWI,1710,8,20.323145864864212,1
2146-01-10,Alaska,SFO,BWI,732,0,43.83528726752007,0
2146-01-11,United,PHX,BOS,1029,5,51.89896655336087,1
2146-01-12,JetBlue,LAX,BOS,1307,0,47.3246748770768,0
2146-01-13,JetBlue,SEA,BOS,1921,5,49.59094736509889,1
2146-01-14,Southwest,SFO,CLT,1374,7,45.742897254071444,1
2146-01-15,American,LAX,DTW,2022,4,19.763037069046373,0
2146-01-16,Southwest,LAX,MSP,2033,3,53.15299326421281,1
2146-01-17,American,ORD,EWR,926,3,9.195466364545268,0
2146-01-18,American,LAX,SLC,711,5,17.97940281685629,1
2146-01-19,Alaska,ATL,DTW,1239,9,56.20672837785335,1
2146-01-20,JetBlue,ATL,BWI,745,0,17.558855230753906,0
2146-01-21,Southwest,JFK,BOS,739,7,7.669003713101201,1
2146-01-22,Frontier,DFW,BWI,1636,6,38.31443941748469,1
2146-01-23,Southwest,MIA,FLL,1992,0,31.76663059153239,0
2146-01-24,United,MIA,CLT,2200,4,20.817596189752877,0
2146-01-25,JetBlue,SEA,DTW,527,2,52.51963204147545,1
2146-01-26,Delta,ATL,BWI,2052,9,16.059106161307493,1
2146-01-27,Delta,LAX,BWI,2262,0,8.746144614612914,0
2146-01-28,United,SEA,MSP,773,2,4.100653719814529,0
2146-01-29,American,ATL,SLC,1421,8,53.23216738186386,1
2146-01-30,Frontier,SFO,DTW,795,6,10.399184231787114,1
2146-01-31,United,PHX,BOS,2161,4,49.91929932743203,0
2146-02-01,United,JFK,BWI,566,2,36.678030913105566,0
2146-02-02,Southwest,MIA,BOS,1969,9,21.635625131414955,1
2146-02-03,United,SEA,LAS,1952,0,37.11468890617076,0
2146-02-04,Spirit,PHX,BOS,2034,0,24.85764976254217,0
2146-02-05,Frontier,SEA,CLT,1794,1,33.27845560952051,0
2146-02-06,American,JFK,MSP,1132,1,43.9498647576915,0
2146-02-07,Delta,DEN,MSP,824,1,2.825644452434326,0
2146-02-08,Alaska,MIA,LAS,1997,0,45.433872219210826,0
2146-02-09,Frontier,LAX,LAS,979,8,14.713925691710003,1
2146-02-10,Frontier,SEA,DTW,804,0,26.756412754711874,0
2146-02-11,JetBlue,SFO,BWI,1051,2,36.60349614279446,0
2146-02-12,United,MIA,BWI,2093,9,25.837210624909154,1
2146-02-13,JetBlue,LAX,FLL,673,2,51.02108154323537,1
2146-02-14,United,MIA,SLC,715,6,53.50175212773999,1
2146-02-15,Spirit,DFW,BWI,800,8,50.34095848542221,1
2146-02-16,JetBlue,SFO,MSP,2284,2,28.86428674296884,0
2146-02-17,Southwest,DEN,IAH,2033,0,50.473558660382245,1
2146-02-18,Southwest,MIA,BOS,1992,7,24.14899505893923,1
2146-02-19,JetBlue,SFO,DTW,1694,5,43.88416783058259,1
2146-02-20,United,PHX,DTW,572,0,16.949548977331258,0
2146-02-21,Spirit,MIA,LAS,1037,2,59.53963825002205,1
2146-02-22,Spirit,MIA,BOS,1354,2,40.381903146684415,0
2146-02-23,United,JFK,SLC,1933,6,50.119205465993545,1
2146-02-24,American,SEA,LAS,592,4,52.563803735222,1
2146-02-25,Delta,PHX,IAH,1311,8,43.645520080782724,1
2146-02-26,Frontier,SEA,SLC,1134,0,31.376154828531572,0
2146-02-27,Frontier,ATL,LAS,959,7,55.69831642314445,1
2146-02-28,Delta,JFK,IAH,1352,7,51.78861298053977,1
2146-03-01,Spirit,MIA,MSP,1714,7,27.298015302464854,1
2146-03-02,Alaska,SFO,CLT,1271,8,7.835462043642776,1
2146-03-03,Delta,SEA,FLL,1880,4,3.9294460262459174,0
2146-03-04,Alaska,ATL,DTW,633,2,8.983390385687713,0
2146-03-05,Southwest,DEN,BOS,518,3,7.216028150958822,0
2146-03-06,Frontier,ORD,DTW,1699,5,29.7239892220364,1
2146-03-07,Alaska,ORD,LAS,2264,4,40.11407188359335,0
2146-03-08,Alaska,ATL,DTW,1016,5,56.134536834655464,1
2146-03-09,Delta,MIA,DTW,1834,2,28.165397705252833,0
2146-03-10,Spirit,LAX,BOS,1040,3,10.113645742830313,0
2146-03-11,United,SFO,MSP,1670,1,35.2007672620958,0
2146-03-12,Spirit,LAX,SLC,2151,8,24.910446837674517,1
2146-03-13,Southwest,ATL,IAH,955,8,9.270767184249213,1
2146-03-14,American,LAX,FLL,2170,1,30.940125311530913,0
2146-03-15,Alaska,DEN,MSP,2048,8,15.601361326164103,1
2146-03-16,Alaska,ATL,SLC,1965,0,21.90223156569663,0
2146-03-17,JetBlue,SEA,EWR,1489,4,53.46469103544004,1
2146-03-18,Alaska,DEN,IAH,1779,2,39.755762367189526,0
2146-03-19,Spirit,LAX,SLC,1821,0,10.319799916012684,0
2146-03-20,United,ATL,EWR,1926,6,58.341991458708335,1
2146-03-21,American,DFW,LAS,1272,2,41.10679394323847,0
2146-03-22,Spirit,JFK,CLT,1528,1,24.60383086641363,0
2146-03-23,JetBlue,JFK,CLT,1024,1,2.2155985738607265,0
2146-03-24,Spirit,MIA,MSP,1004,2,22.288784908320956,0
2146-03-25,Delta,DFW,MSP,1947,7,57.815553499948884,1
2146-03-26,Southwest,ATL,DTW,1197,2,0.9627331610846901,0
2146-03-27,United,SEA,LAS,1575,7,59.821710352125194,1
2146-03-28,American,SEA,IAH,690,4,49.32553973250122,0
2146-03-29,Southwest,DEN,SLC,921,1,32.39301687802443,0
2146-03-30,Delta,SEA,EWR,1968,6,26.813055887664014,1
2146-03-31,Southwest,LAX,SLC,2047,7,15.704616419577551,1
2146-04-01,JetBlue,MIA,CLT,880,1,26.352648940527498,0
2146-04-02,Alaska,PHX,MSP,2333,1,27.01971685110563,0
2146-04-03,Alaska,DEN,BWI,805,3,52.33599534477434,1
2146-04-04,United,MIA,FLL,500,8,51.17963218298599,1
2146-04-05,Southwest,SFO,BWI,724,7,33.39152672016565,1
2146-04-06,Spirit,PHX,FLL,1843,5,14.855379126172439,1
2146-04-07,Alaska,ORD,LAS,1992,4,6.872050431936962,0
2146-04-08,United,DEN,MSP,503,1,43.76866961656775,0
2146-04-09,United,MIA,IAH,628,0,43.95849611855393,0
2146-04-10,JetBlue,PHX,SLC,1750,3,58.35492736560025,1
2146-04-11,United,ATL,SLC,2077,5,44.149218119751204,1
2146-04-12,Delta,PHX,BOS,1523,8,3.3617189740770836,1
2146-04-13,Spirit,MIA,MSP,1035,0,29.59393483167646,0
2146-04-14,Alaska,ORD,EWR,999,9,5.61245715328347,1
2146-04-15,Alaska,PHX,CLT,776,8,51.77280751006197,1
2146-04-16,American,MIA,CLT,2200,8,28.442653863385853,1
2146-04-17,Delta,ORD,DTW,517,1,9.568758947057866,0
2146-04-18,Alaska,LAX,SLC,2207,3,25.383334816270377,0
2146-04-19,JetBlue,JFK,IAH,502,9,33.547551831822446,1
2146-04-20,Alaska,DFW,LAS,656,7,34.23849067045034,1
2146-04-21,American,ORD,EWR,885,3,24.78594544833983,0
2146-04-22,Frontier,PHX,BWI,932,3,21.21712510144076,0
2146-04-23,Southwest,LAX,BWI,1355,4,27.38103663787467,0
2146-04-24,Southwest,ORD,IAH,953,1,44.142782230312655,0
2146-04-25,Delta,SFO,BOS,2125,1,46.47613756650089,0
2146-04-26,United,ORD,LAS,1493,0,43.776943339606824,0
2146-04-27,American,ATL,FLL,668,9,7.0035394907331945,1
2146-04-28,Frontier,LAX,CLT,1067,2,4.737146431172272,0
2146-04-29,American,SFO,BWI,929,5,3.5714778615197473,1
2146-04-30,Frontier,DFW,IAH,650,7,15.418191884150776,1
2146-05-01,Frontier,DEN,BOS,1827,5,41.37351136601336,1
2146-05-02,Alaska,SFO,IAH,794,7,1.7436076147380253,1
2146-05-03,JetBlue,ATL,MSP,542,9,29.01513822414796,1
2146-05-04,Alaska,SFO,DTW,2269,0,26.37305107019851,0
2146-05-05,JetBlue,JFK,BOS,981,0,12.880184622907496,0
2146-05-06,American,DEN,BOS,1625,4,1.0138539346578668,0
2146-05-07,United,SEA,BOS,1309,6,15.584734328365304,1
2146-05-08,Southwest,ATL,DTW,1991,6,27.445621737743902,1
2146-05-09,Delta,SEA,CLT,2256,3,9.044007489501082,0
2146-05-10,Spirit,JFK,FLL,1171,7,23.072520827898906,1
2146-05-11,JetBlue,LAX,FLL,1671,5,2.8061110612077678,1
2146-05-12,Southwest,LAX,FLL,1457,2,39.899135505342606,0
2146-05-13,Delta,DEN,MSP,2171,5,43.80320368792806,1
2146-05-14,United,DFW,MSP,1099,6,4.498272184630778,1
2146-05-15,American,ORD,IAH,1146,1,34.853078082594685,0
2146-05-16,United,ATL,DTW,1585,7,7.820938174152636,1
2146-05-17,JetBlue,JFK,SLC,1458,4,0.3239210246709612,0
2146-05-18,American,MIA,FLL,909,1,5.966002325598369,0
2146-05-19,Frontier,MIA,EWR,2053,7,49.351117791349715,1
2146-05-20,Alaska,SFO,CLT,729,0,16.50973273785322,0
2146-05-21,Frontier,JFK,MSP,994,6,4.763184287070931,1
2146-05-22,Delta,DEN,IAH,1196,6,31.693488070692787,1
2146-05-23,Alaska,LAX,IAH,668,0,57.80497985548738,1
2146-05-24,American,JFK,FLL,1706,9,33.074811963165445,1
2146-05-25,Spirit,JFK,MSP,1983,1,26.865671321728264,0
2146-05-26,Delta,SFO,BOS,1573,5,59.32625001500681,1
2146-05-27,Delta,ORD,CLT,1035,7,39.690337212181646,1
2146-05-28,Alaska,DFW,LAS,507,5,44.3885085088399,1
2146-05-29,Delta,DFW,SLC,1404,1,2.577889452212885,0
2146-05-30,American,LAX,IAH,508,3,14.428746965586614,0
2146-05-31,Frontier,LAX,CLT,774,1,3.630801438308384,0
2146-06-01,Spirit,JFK,MSP,1577,7,9.520164328102636,1
2146-06-02,JetBlue,DEN,IAH,614,7,56.24825353468976,1
2146-06-03,JetBlue,JFK,LAS,2097,4,31.99843145104834,0
2146-06-04,American,DFW,SLC,2163,9,43.9122513640646,1
2146-06-05,Alaska,DEN,FLL,1667,3,30.2937786090421,0
2146-06-06,United,DFW,EWR,1621,8,13.789274613171688,1
2146-06-07,American,DFW,BWI,692,2,16.559632823080573,0
2146-06-08,JetBlue,ATL,BOS,2338,2,8.945216524903934,0
2146-06-09,American,SEA,BOS,1903,1,5.134408766973331,0
2146-06-10,Delta,JFK,SLC,1648,7,14.697359890628451,1
2146-06-11,Delta,ORD,MSP,2018,4,23.191081723946535,0
2146-06-12,American,DFW,MSP,839,9,51.77819375671778,1
2146-06-13,Alaska,LAX,FLL,1189,0,42.59746002289668,0
2146-06-14,United,JFK,MSP,880,6,31.313024895277437,1
2146-06-15,Delta,JFK,DTW,1679,8,11.015433095384076,1
2146-06-16,JetBlue,JFK,CLT,1039,6,54.019446551490546,1
2146-06-17,Spirit,PHX,SLC,712,1,56.93219644061753,1
2146-06-18,Delta,PHX,DTW,729,6,51.811972409034084,1
2146-06-19,JetBlue,JFK,CLT,1726,5,55.28305513866172,1
2146-06-20,Frontier,DFW,FLL,767,4,2.9642528493489517,0
2146-06-21,Frontier,PHX,IAH,2317,6,50.59389279876875,1
2146-06-22,Spirit,ATL,MSP,1241,4,44.004693493301744,0
2146-06-23,United,ATL,IAH,2223,9,29.554033498422058,1
2146-06-24,Spirit,ATL,IAH,1660,4,54.47385261501401,1
2146-06-25,Delta,SFO,LAS,2145,5,46.35937101690864,1
2146-06-26,Spirit,MIA,DTW,1335,0,7.30078054402461,0
2146-06-27,Alaska,SEA,BOS,1655,8,11.811333145335363,1
2146-06-28,JetBlue,MIA,IAH,1443,9,35.0936816310763,1
2146-06-29,Delta,SFO,IAH,1730,7,20.692981290865625,1
2146-06-30,Delta,PHX,BOS,1441,4,51.11382492568185,1
2146-07-01,American,SFO,BOS,1175,9,53.42243980681486,1
2146-07-02,Frontier,MIA,SLC,1725,7,28.738427910027703,1
2146-07-03,Alaska,MIA,SLC,2266,0,0.002115644100915137,0
2146-07-04,Alaska,DEN,DTW,1341,5,6.786750165973845,1
2146-07-05,American,SEA,BWI,1565,5,14.300905363333813,1
2146-07-06,Spirit,SFO,IAH,2307,5,2.1268233504673306,1
2146-07-07,JetBlue,LAX,BWI,1025,0,26.807031436700683,0
2146-07-08,Southwest,SFO,EWR,1383,6,16.973788273799904,1
2146-07-09,United,JFK,IAH,1698,2,19.618759894458936,0
2146-07-10,Frontier,DEN,BOS,1911,4,16.264008044484946,0
2146-07-11,Alaska,JFK,CLT,663,0,44.94124433724151,0
2146-07-12,Frontier,SFO,SLC,1946,8,24.90533779510644,1
2146-07-13,Southwest,ORD,LAS,2227,0,31.454941051657958,0
2146-07-14,JetBlue,ATL,LAS,1327,0,45.70198963230518,0
2146-07-15,United,PHX,CLT,669,7,53.97962166018875,1
2146-07-16,Alaska,MIA,SLC,1053,6,15.428122763009943,1
2146-07-17,Delta,PHX,CLT,1514,8,2.4109166632611645,1
2146-07-18,Alaska,ORD,SLC,763,2,43.817286317476714,0
2146-07-19,United,DEN,EWR,2250,9,37.94422042425212,1
2146-07-20,Spirit,ORD,DTW,1753,3,58.42426014219198,1
2146-07-21,Southwest,SFO,IAH,1647,0,52.27409842746858,1
2146-07-22,Frontier,SFO,IAH,2034,6,46.15700235096127,1
2146-07-23,Spirit,ORD,CLT,1125,2,43.34041874590097,0
2146-07-24,Delta,ORD,LAS,924,4,24.529041429947036,0
2146-07-25,United,PHX,IAH,1987,2,12.769554983841441,0
2146-07-26,JetBlue,SEA,SLC,2062,9,18.006731764659502,1
2146-07-27,Spirit,SFO,BOS,1056,5,29.519336994944396,1
2146-07-28,United,DFW,BOS,2313,5,18.80521463812452,1
2146-07-29,Alaska,SEA,BWI,1742,9,4.489929640389187,1
2146-07-30,Frontier,SEA,IAH,1419,5,6.528471277242785,1
2146-07-31,JetBlue,DFW,CLT,1662,2,42.25040644852834,0
2146-08-01,American,SFO,IAH,1347,7,48.919399312999474,1
2146-08-02,American,DFW,SLC,739,4,22.954121728642395,0
2146-08-03,Spirit,MIA,IAH,936,0,5.210981777709236,0
2146-08-04,Delta,DEN,BWI,1551,1,20.24945473299352,0
2146-08-05,United,MIA,EWR,1022,9,34.94934020102915,1
2146-08-06,Southwest,DEN,SLC,1703,6,17.498381553422394,1
2146-08-07,Delta,PHX,BOS,839,2,20.75744179403151,0
2146-08-08,JetBlue,JFK,LAS,1044,1,29.32019097476685,0
2146-08-09,Spirit,ORD,EWR,2298,1,20.78148628386223,0
2146-08-10,Delta,DFW,BOS,765,0,1.343096408513731,0
2146-08-11,Spirit,ORD,BOS,1392,5,6.08193487212038,1
2146-08-12,Alaska,LAX,DTW,2010,8,43.254016792311845,1
2146-08-13,JetBlue,SEA,SLC,2208,7,54.618628534574185,1
2146-08-14,Frontier,JFK,LAS,675,7,25.664854821282223,1
2146-08-15,Southwest,SEA,BWI,1245,2,49.28479805342043,0
2146-08-16,United,SFO,EWR,1512,7,46.02448815076545,1
2146-08-17,JetBlue,DEN,EWR,1142,1,27.559149035554427,0
2146-08-18,United,PHX,SLC,1144,4,50.01719112772708,1
2146-08-19,United,DFW,CLT,729,9,46.611132526891446,1
2146-08-20,Delta,ATL,CLT,2036,0,1.1837423335259656,0
2146-08-21,Alaska,ORD,IAH,663,5,25.511385441159344,1
2146-08-22,Delta,SFO,FLL,1279,6,48.792428162860006,1
2146-08-23,American,LAX,SLC,1298,5,43.16423778436096,1
2146-08-24,American,SFO,MSP,1692,9,11.29104257242628,1
2146-08-25,United,MIA,LAS,1997,0,4.1248484051193035,0
2146-08-26,Alaska,LAX,BOS,725,8,45.20409110924243,1
2146-08-27,JetBlue,LAX,MSP,1376,8,19.896099587863723,1
2146-08-28,United,LAX,LAS,1306,9,5.16628549380113,1
2146-08-29,JetBlue,JFK,SLC,1632,1,29.528657924146263,0
2146-08-30,United,MIA,DTW,707,5,22.070659870267527,1
2146-08-31,Frontier,SFO,SLC,1995,5,21.986948679320022,1
2146-09-01,Delta,MIA,SLC,1502,2,7.530382335431504,0
2146-09-02,Frontier,ATL,EWR,2007,5,43.91398281052425,1
2146-09-03,United,DEN,FLL,2026,1,39.48072708642345,0
2146-09-04,United,LAX,BOS,1400,0,39.66025688019496,0
2146-09-05,Alaska,SEA,BWI,820,4,12.94068967051633,0
2146-09-06,Alaska,LAX,BWI,1885,1,17.44726849889244,0
2146-09-07,Spirit,ORD,MSP,2237,9,36.29819168648952,1
2146-09-08,JetBlue,LAX,BOS,1147,2,21.364650365378477,0
2146-09-09,Alaska,SFO,FLL,1159,9,32.90825254280234,1
2146-09-10,United,PHX,IAH,1302,4,47.83799353729466,0
2146-09-11,Alaska,DFW,BOS,2027,6,38.54088514174531,1
2146-09-12,Alaska,SEA,IAH,593,8,16.678766526743647,1
2146-09-13,Southwest,SEA,LAS,1829,6,2.1721778863943686,1
2146-09-14,Southwest,DEN,SLC,2080,9,0.8406503173490054,1
2146-09-15,American,LAX,EWR,2080,3,19.281716273414396,0
2146-09-16,Delta,JFK,DTW,930,8,13.989540425167162,1
2146-09-17,Spirit,DFW,BWI,2191,4,48.80700521733819,0
2146-09-18,Spirit,SFO,LAS,1806,1,42.692738412384,0
2146-09-19,Delta,SFO,FLL,937,5,29.998090101564788,1
2146-09-20,Alaska,DFW,IAH,2072,4,15.536150907666377,0
2146-09-21,American,ORD,CLT,1302,8,59.34528385051726,1
2146-09-22,American,ORD,BWI,646,3,14.180381176858068,0
2146-09-23,JetBlue,LAX,BWI,936,9,41.94264498148298,1
2146-09-24,Spirit,LAX,BOS,861,2,1.349353857723874,0
2146-09-25,Southwest,LAX,LAS,1820,5,17.955147828748903,1
2146-09-26,American,MIA,DTW,2282,2,12.730414884303801,0
2146-09-27,United,PHX,BOS,601,1,39.87024018569714,0
2146-09-28,JetBlue,DEN,LAS,1655,4,41.59440099649918,0
2146-09-29,Spirit,PHX,SLC,1974,4,42.04723104857693,0
2146-09-30,Alaska,MIA,FLL,2237,6,34.227981300292804,1
2146-10-01,United,SFO,DTW,874,7,32.38462173942138,1
2146-10-02,Delta,SEA,SLC,1598,6,39.31191276307576,1
2146-10-03,Spirit,LAX,BOS,544,6,43.67130643254113,1
2146-10-04,Southwest,SFO,IAH,911,0,56.59254956589919,1
2146-10-05,United,SEA,DTW,987,6,36.119055224812406,1
2146-10-06,Alaska,DEN,BOS,823,1,4.130263979360409,0
2146-10-07,Frontier,DFW,EWR,1445,5,5.073143655547052,1
2146-10-08,United,MIA,DTW,666,0,39.52478920724803,0
2146-10-09,United,JFK,DTW,1910,6,50.90246702105197,1
2146-10-10,American,SFO,SLC,2069,0,46.52695186331498,0
2146-10-11,Southwest,MIA,FLL,1378,3,21.569531751259074,0
2146-10-12,Delta,MIA,BOS,1736,8,53.382653357316435,1
2146-10-13,Frontier,MIA,BOS,1036,3,9.88939545755797,0
2146-10-14,Alaska,MIA,EWR,1312,8,2.983947901617723,1
2146-10-15,JetBlue,JFK,BOS,566,9,28.872853319778024,1
2146-10-16,JetBlue,DEN,BWI,1732,9,14.342039017580365,1
2146-10-17,Alaska,MIA,SLC,2033,8,19.008099932939842,1
2146-10-18,Delta,MIA,DTW,1098,7,17.61143697554003,1
2146-10-19,Alaska,JFK,LAS,1668,8,18.590035582329367,1
2146-10-20,American,DFW,DTW,1096,3,29.633809846304622,0
2146-10-21,Frontier,PHX,DTW,962,2,1.2057919087056779,0
2146-10-22,JetBlue,SFO,LAS,1638,5,12.25265985278513,1
2146-10-23,Spirit,SEA,DTW,1260,7,39.52643325088585,1
2146-10-24,JetBlue,JFK,CLT,1285,1,48.37670186207399,0
2146-10-25,Spirit,SEA,EWR,1833,5,57.836103660888355,1
2146-10-26,United,LAX,BWI,2186,3,13.568332878243048,0
2146-10-27,American,LAX,BWI,2308,0,54.21607694319491,1
2146-10-28,JetBlue,ATL,FLL,576,1,7.8107577643372235,0
2146-10-29,American,ATL,IAH,883,8,58.72923300401035,1
2146-10-30,Frontier,PHX,CLT,1317,1,0.4607956045238182,0
2146-10-31,American,MIA,IAH,1070,2,34.195393562900904,0
2146-11-01,Delta,DEN,EWR,1538,7,6.963381395610866,1
2146-11-02,JetBlue,LAX,BOS,2334,9,14.545045910341132,1
2146-11-03,Spirit,SFO,BOS,680,7,2.809678886721909,1
2146-11-04,Southwest,SFO,SLC,1452,8,27.497560206274358,1
2146-11-05,Frontier,SFO,CLT,1343,4,36.20228752238383,0
2146-11-06,Spirit,DEN,CLT,2188,4,22.56572771636727,0
2146-11-07,Frontier,DEN,EWR,865,5,12.844830921311361,1
2146-11-08,Frontier,PHX,BWI,1469,8,18.21127773052668,1
2146-11-09,Delta,MIA,EWR,1962,1,43.3898173291786,0
2146-11-10,Delta,SEA,EWR,1840,0,47.21030407659452,0
2146-11-11,Frontier,MIA,BWI,2218,6,10.32114300615402,1
2146-11-12,American,MIA,FLL,1387,2,19.306453652218156,0
2146-11-13,Southwest,PHX,BOS,832,4,48.98872348638326,0
2146-11-14,Delta,PHX,CLT,1845,4,10.835195791147294,0
2146-11-15,Southwest,MIA,LAS,2212,1,7.443154048984562,0
2146-11-16,JetBlue,SFO,SLC,1633,2,7.8051060394114185,0
2146-11-17,American,LAX,SLC,1029,8,31.195759537517123,1
2146-11-18,Delta,ATL,IAH,853,9,36.17758866078598,1
2146-11-19,Southwest,DEN,LAS,807,1,16.506002395001083,0
2146-11-20,Alaska,ATL,SLC,661,9,38.81738768521457,1
2146-11-21,Spirit,LAX,MSP,2163,2,18.527824358759666,0
2146-11-22,Delta,MIA,BOS,904,1,45.263012832150444,0
2146-11-23,Delta,DFW,DTW,1182,3,41.26778610329125,0
2146-11-24,Delta,ATL,SLC,956,7,13.735226006692233,1
2146-11-25,Southwest,SFO,SLC,1286,5,53.94406906538523,1
2146-11-26,United,DFW,FLL,1661,3,18.29553397911107,0
2146-11-27,Frontier,SFO,EWR,533,3,32.81362707080239,0
2146-11-28,JetBlue,ATL,BOS,1729,9,43.65248046368279,1
2146-11-29,Spirit,LAX,SLC,1063,8,9.344343093190508,1
2146-11-30,Delta,DFW,CLT,1971,1,20.41139639338851,0
2146-12-01,Alaska,DEN,BOS,763,7,15.536843721193858,1
2146-12-02,Alaska,DEN,BWI,1240,1,45.35918680987241,0
2146-12-03,Frontier,DEN,SLC,916,9,22.71686101263156,1
2146-12-04,American,ORD,FLL,1621,1,55.17680544414303,1
2146-12-05,United,ORD,CLT,643,4,19.604592461843623,0
2146-12-06,United,PHX,SLC,2240,8,58.824989333761465,1
2146-12-07,Southwest,ORD,SLC,1882,3,45.94330665277933,0
2146-12-08,American,SEA,MSP,1038,0,45.53504351600275,0
2146-12-09,Spirit,SEA,MSP,1946,7,18.666873778731066,1
2146-12-10,Southwest,SEA,BWI,1236,8,34.746287587635315,1
2146-12-11,American,SFO,BOS,2039,0,54.24868808700252,1
2146-12-12,JetBlue,PHX,SLC,1624,2,49.50430654896975,0
2146-12-13,United,SFO,IAH,1484,4,18.323309350381297,0
2146-12-14,Spirit,SFO,SLC,1086,7,4.855289588790499,1
2146-12-15,JetBlue,DEN,CLT,1406,7,32.65238192109301,1
2146-12-16,Spirit,PHX,MSP,905,2,15.602260113225139,0
2146-12-17,Southwest,DFW,BOS,1089,2,24.877801425058294,0
2146-12-18,American,LAX,EWR,1690,6,9.338549960423126,1
2146-12-19,United,DEN,FLL,885,1,24.984820543294237,0
2146-12-20,United,DFW,IAH,853,4,36.9587614183811,0
2146-12-21,Frontier,JFK,EWR,510,5,53.68898232567261,1
2146-12-22,Spirit,SEA,IAH,1323,2,30.267024147318295,0
2146-12-23,Spirit,MIA,SLC,736,6,16.155335622192702,1
2146-12-24,Spirit,JFK,LAS,1976,9,3.1747219594180387,1
2146-12-25,Delta,MIA,EWR,1830,0,55.90846409390338,1
2146-12-26,Frontier,SEA,DTW,1230,6,43.24886928743658,1
2146-12-27,Southwest,SEA,DTW,709,2,58.99947854936981,1
2146-12-28,Delta,LAX,EWR,1491,6,56.11220934942885,1
2146-12-29,Frontier,ATL,BWI,1334,5,40.595560285011736,1
2146-12-30,Spirit,DEN,CLT,1451,4,12.860852723163337,0
2146-12-31,Spirit,LAX,LAS,613,4,13.754300711696194,0
2147-01-01,United,DEN,DTW,970,4,48.6046491010205,0
2147-01-02,Southwest,SFO,IAH,1395,8,36.78512576075597,1
2147-01-03,Southwest,ATL,BWI,955,9,5.450602938303417,1
2147-01-04,JetBlue,LAX,EWR,1313,7,17.119813373896587,1
2147-01-05,Alaska,DFW,CLT,1645,9,4.846244214053559,1
2147-01-06,Frontier,MIA,MSP,1085,6,27.752666644275223,1
2147-01-07,American,LAX,MSP,2106,9,49.47804335419014,1
2147-01-08,Alaska,SFO,SLC,2201,2,39.4138686088181,0
2147-01-09,Alaska,DEN,CLT,1547,1,43.379826762475105,0
2147-01-10,Spirit,SEA,DTW,1259,5,7.791544403091734,1
2147-01-11,United,DFW,EWR,1739,2,30.72293774984397,0
2147-01-12,JetBlue,DFW,SLC,2128,6,31.10892209072414,1
2147-01-13,American,PHX,SLC,1419,1,30.672317548986257,0
2147-01-14,Spirit,LAX,BWI,1050,0,33.82522880588564,0
2147-01-15,Spirit,JFK,MSP,1654,4,57.959360442109414,1
2147-01-16,Alaska,SEA,DTW,601,1,56.13895586481468,1
2147-01-17,Alaska,DFW,EWR,738,0,26.42634816234078,0
2147-01-18,Southwest,JFK,BWI,2317,3,21.108682740622097,0
2147-01-19,United,SFO,BOS,1975,5,13.814555348914512,1
2147-01-20,Alaska,SEA,FLL,1855,5,34.15178867688662,1
2147-01-21,American,SEA,DTW,1592,8,46.075131181912994,1
2147-01-22,Delta,SFO,CLT,748,5,26.553742189780774,1
2147-01-23,Spirit,SFO,IAH,1541,5,9.160869395091956,1
2147-01-24,Delta,DEN,IAH,2166,7,5.170616336979363,1
2147-01-25,United,ATL,IAH,985,2,0.1658221110734992,0
2147-01-26,Delta,ORD,IAH,2034,1,54.53450627938644,1
2147-01-27,Southwest,PHX,DTW,1412,3,52.045071137967966,1
2147-01-28,Southwest,LAX,DTW,1356,0,35.12695983583016,0
2147-01-29,American,JFK,MSP,1482,5,47.29693446303059,1
2147-01-30,JetBlue,PHX,BWI,1895,6,43.758477274715844,1
2147-01-31,United,SEA,BWI,1084,4,10.687789687819224,0
2147-02-01,United,DFW,CLT,2140,4,38.050939783690474,0
2147-02-02,Spirit,SFO,EWR,1705,4,55.9250530147179,1
2147-02-03,Delta,DFW,CLT,1097,0,16.510220072911142,0
2147-02-04,Alaska,LAX,MSP,2219,0,43.065401403937756,0
2147-02-05,Alaska,SFO,IAH,2138,6,17.58269506937545,1
2147-02-06,JetBlue,SEA,BWI,1040,0,21.118710073051197,0
2147-02-07,Spirit,ORD,LAS,1646,8,34.60851570142801,1
2147-02-08,Alaska,DFW,FLL,1509,0,18.844034991770364,0
2147-02-09,JetBlue,DFW,MSP,2098,4,35.97319489915739,0
2147-02-10,Frontier,ORD,FLL,2175,7,11.181959506794751,1
2147-02-11,Spirit,MIA,LAS,1697,7,53.28924622948962,1
2147-02-12,Frontier,MIA,EWR,2257,0,38.822504132713,0
2147-02-13,American,MIA,IAH,1733,4,40.05352112180556,0
2147-02-14,United,SFO,CLT,2179,3,33.550381551616226,0
2147-02-15,Delta,MIA,MSP,986,8,43.12467346933997,1
2147-02-16,American,ATL,LAS,1809,2,51.23227428105239,1
